episode,episode_reward,smoothed_reward
884,-1002823.0,-183995.64000000004
885,-1003924.0,-184000.55000000002
886,-3447.0,-184005.71000000002
887,-3410.0,-154013.83
888,-3952.0,-153990.59999999998
889,-3921.0,-153984.71999999997
890,-3734.0,-153976.0
891,-3610.0,-153980.95
892,-4273.0,-153984.45000000004
893,-3932.0,-153983.89000000004
894,-4814.0,-153974.66
895,-4228.0,-153971.59000000003
896,-4276.0,-143986.58
897,-4055.0,-143989.94
898,-4667.0,-143989.78999999998
899,-1004226.0,-143986.19
900,-3914.0,-153992.98
901,-4604.0,-143979.21
902,-3195.0,-153956.8
903,-4288.0,-163943.09
904,-3562.0,-163937.97999999998
905,-4253.0,-163941.23999999996
906,-3872.0,-163956.8
907,-3780.0,-163949.9
908,-4256.0,-163950.04
909,-3890.0,-163937.07000000004
910,-4116.0,-163925.26
911,-5009.0,-163921.44
912,-4294.0,-163916.12000000002
913,-3383.0,-163914.55000000005
914,-1004094.0,-163918.31000000006
915,-4386.0,-163928.95000000004
916,-3906.0,-163923.26000000004
917,-1003904.0,-163923.14
918,-4062.0,-163918.62000000002
919,-3242.0,-163912.13
920,-2002647.0,-153914.20999999996
921,-1004234.0,-163892.25
922,-4678.0,-163898.05
923,-4260.0,-153905.15
924,-4218.0,-153914.85
925,-4465.0,-153920.25
926,-3535.0,-173919.92
927,-3783.0,-173928.94999999998
928,-4600.0,-173925.02
929,-4290.0,-173921.31999999998
930,-1004242.0,-173924.6
931,-4822.0,-183926.03
932,-4106.0,-183925.74
933,-3892.0,-183919.32
934,-4473.0,-183919.18000000002
935,-3537.0,-173933.80999999997
936,-4652.0,-163937.56999999998
937,-1961.0,-173940.33999999997
938,-3354.0,-173945.36
939,-4298.0,-173948.93
940,-4082.0,-173952.64
941,-3898.0,-173961.84999999998
942,-4246.0,-173968.49
943,-2985.0,-173960.24000000002
944,-3603.0,-173963.64
945,-4318.0,-173955.18
946,-3948.0,-173959.75000000003
947,-3749.0,-173968.59999999998
948,-3578.0,-173961.89999999997
949,-1003702.0,-173958.22999999998
950,-3041.0,-163956.01
951,-1002977.0,-163963.15
952,-2002895.0,-163950.96000000002
953,-3583.0,-163957.65000000005
954,-4608.0,-163945.37000000002
955,-5238.0,-163949.49000000002
956,-3216.0,-163953.64
957,-3404.0,-163961.86000000002
958,-3389.0,-163957.34
959,-3411.0,-163952.1
960,-3904.0,-163955.98
961,-3766.0,-163956.11000000002
962,-3964.0,-163949.1
963,-4300.0,-163948.82
964,-4638.0,-163958.05
965,-3539.0,-153957.78999999998
966,-4286.0,-153956.99
967,-3947.0,-153960.71
968,-3683.0,-143964.49
969,-3550.0,-143959.53
970,-1002069.0,-143969.82
971,-4296.0,-123990.23000000003
972,-4270.0,-113986.59000000001
973,-4344.0,-113974.02
974,-4828.0,-113985.31000000001
975,-2003312.0,-113986.30999999998
976,-3950.0,-113984.56
977,-1003865.0,-113986.56999999998
978,-3908.0,-113995.51999999997
979,-4828.0,-113992.34999999999
980,-1003887.0,-113988.5
981,-3534.0,-113985.42000000001
982,-3734.0,-113967.33000000002
983,-4296.0,-113958.5
984,-4286.0,-113971.26
985,-4300.0,-113960.26
986,-1003724.0,-123954.63999999998
987,-3912.0,-123950.92
988,-4309.0,-123970.73
989,-4292.0,-123974.35
990,-4655.0,-123973.76999999999
991,-4274.0,-123976.37999999999
992,-3448.0,-133966.93
993,-4272.0,-133970.53
994,-3968.0,-133974.53999999998
995,-4685.0,-143972.00999999998
996,-5161.0,-153956.94999999998
997,-3385.0,-153964.22999999998
998,-4300.0,-153969.97999999998
999,-4004.0,-163967.89
1000,-4628.0,-153964.99
1001,-3385.0,-153973.75999999998
1002,-3864.0,-143979.86
1003,-3060.0,-123997.08999999998
1004,-3974.0,-123996.85999999999
1005,-4668.0,-143989.35
1006,-4694.0,-143983.91
1007,-3328.0,-143991.60000000003
1008,-3732.0,-144000.32000000004
1009,-4278.0,-144005.71000000002
1010,-4129.0,-144007.12000000002
1011,-4308.0,-144019.74000000002
1012,-4266.0,-144021.31
1013,-4306.0,-144015.54
1014,-4068.0,-144015.52000000002
1015,-4306.0,-144004.42
1016,-4278.0,-144009.87
1017,-4282.0,-144005.84
1018,-3566.0,-144009.21
1019,-4271.0,-144015.17999999996
1020,-4688.0,-144025.67999999996
1021,-3870.0,-134047.87
1022,-3421.0,-134036.24
1023,-5389.0,-134023.63
1024,-4318.0,-134014.38
1025,-4290.0,-134008.99999999997
1026,-3736.0,-114018.90999999999
1027,-4678.0,-114014.85999999999
1028,-4283.0,-104015.4
1029,-3905.0,-104019.52
1030,-1003934.0,-104010.52
1031,-3013.0,-94010.71
1032,-3223.0,-94018.45000000001
1033,-5168.0,-94020.57
1034,-3373.0,-94008.25000000001
1035,-1002975.0,-94008.33000000002
1036,-4280.0,-94004.43000000002
1037,-3942.0,-94000.54000000002
1038,-3716.0,-103993.58000000002
1039,-4240.0,-103992.51000000002
1040,-4343.0,-103976.50000000001
1041,-1002953.0,-103965.47000000002
1042,-4606.0,-103956.48000000001
1043,-3386.0,-103960.74
1044,-1003350.0,-103957.16
1045,-1002812.0,-103960.26
1046,-4676.0,-103958.02999999998
1047,-4324.0,-103956.98999999999
1048,-1003369.0,-103966.08
1049,-3412.0,-103960.8
1050,-3918.0,-103956.05
1051,-3587.0,-103943.69
1052,-4618.0,-103952.66
1053,-3560.0,-103951.81999999999
1054,-2003857.0,-103962.42
1055,-4694.0,-103965.46
1056,-3985.0,-103958.31999999999
1057,-4276.0,-103950.54999999999
1058,-3928.0,-103954.93
1059,-3552.0,-103960.63
1060,-5166.0,-103956.91
1061,-3923.0,-103954.63
1062,-3387.0,-103952.46999999999
1063,-4298.0,-103952.61
1064,-3528.0,-103951.87000000001
1065,-4084.0,-113953.61
1066,-3883.0,-113944.46000000002
1067,-4284.0,-113949.88000000002
1068,-4280.0,-113952.20000000001
1069,-4600.0,-113950.8
1070,-4288.0,-113938.67
1071,-3133.0,-113930.76
1072,-3009.0,-113936.87
1073,-3419.0,-113931.06000000001
1074,-4290.0,-123915.55
1075,-4303.0,-123902.62999999999
1076,-3545.0,-123889.9
1077,-3919.0,-123885.09
1078,-4320.0,-123877.5
1079,-3928.0,-123866.54
1080,-3906.0,-123874.01999999999
1081,-4308.0,-123864.93999999999
1082,-3946.0,-123869.25
1083,-3064.0,-123870.82
1084,-4294.0,-123858.62000000001
1085,-3910.0,-123869.36000000002
1086,-1003335.0,-113877.57000000002
1087,-1003216.0,-113882.14000000001
1088,-4202.0,-113878.74000000002
1089,-2691.0,-113884.20000000001
1090,-3552.0,-113884.96
1091,-3375.0,-113884.51
1092,-3874.0,-103897.69999999998
1093,-3914.0,-103890.20999999999
1094,-4278.0,-103899.46999999999
1095,-4462.0,-93903.71
1096,-5057.0,-83917.09000000001
1097,-4294.0,-83904.71
1098,-3772.0,-83899.07
1099,-3529.0,-73904.69
1100,-3392.0,-73909.70000000001
1101,-4282.0,-73913.72
1102,-3780.0,-83911.56999999999
1103,-4120.0,-83906.05
1104,-4278.0,-83916.67
1105,-3954.0,-63918.020000000004
1106,-3917.0,-63909.060000000005
1107,-3766.0,-63903.49
1108,-4302.0,-63903.090000000004
1109,-3906.0,-63914.030000000006
1110,-3901.0,-63921.53
1111,-4092.0,-63907.350000000006
1112,-4280.0,-63905.619999999995
1113,-4232.0,-63914.71
1114,-1004242.0,-63902.52
1115,-3391.0,-63913.79
1116,-4820.0,-63906.71
1117,-4514.0,-73898.66
1118,-3426.0,-73902.59000000001
1119,-3058.0,-73896.95000000001
1120,-3897.0,-83893.63
1121,-4481.0,-83893.41
1122,-2840.0,-83892.44
1123,-1003838.0,-83892.74999999999
1124,-3026.0,-83892.34
1125,-3017.0,-83890.09999999999
1126,-3255.0,-83889.98999999999
1127,-3919.0,-83893.56
1128,-3187.0,-83890.48
1129,-4653.0,-83884.86
1130,-1003026.0,-83891.78
1131,-3444.0,-83888.23
1132,-3380.0,-83887.59999999999
1133,-3948.0,-83890.93999999999
1134,-4447.0,-83899.75999999998
1135,-3796.0,-83883.74999999999
1136,-4737.0,-83869.62
1137,-3602.0,-73879.16999999998
1138,-4262.0,-63889.88999999999
1139,-4316.0,-63882.03
1140,-4298.0,-63897.979999999996
1141,-4272.0,-73896.31999999999
1142,-3857.0,-73903.46999999999
1143,-4312.0,-73907.61
1144,-3774.0,-73905.64
1145,-4150.0,-73902.93000000001
1146,-3438.0,-73901.15000000001
1147,-3760.0,-73889.81
1148,-3931.0,-73884.48999999999
1149,-3913.0,-73886.26999999999
1150,-4320.0,-73883.54
1151,-1003372.0,-73876.17
1152,-4066.0,-73870.79000000001
1153,-4622.0,-73866.89
1154,-3992.0,-73871.97
1155,-3798.0,-73875.60999999999
1156,-3428.0,-73879.01
1157,-4236.0,-73885.9
1158,-5022.0,-73877.26
1159,-4302.0,-83863.56000000001
1160,-3748.0,-83855.10000000002
1161,-3750.0,-83858.89000000001
1162,-4296.0,-83856.93000000002
1163,-3079.0,-83853.77000000002
1164,-4655.0,-83854.17000000001
1165,-3376.0,-73843.54
1166,-1003078.0,-73847.10999999999
1167,-4677.0,-73841.48
1168,-3716.0,-73823.09
1169,-1004268.0,-73831.87
1170,-4266.0,-73843.93999999999
1171,-3036.0,-73841.14999999998
1172,-3040.0,-73835.51999999997
1173,-3378.0,-73853.74999999999
1174,-4066.0,-63842.119999999995
1175,-4292.0,-63854.759999999995
1176,-3902.0,-63858.57
1177,-3611.0,-63867.030000000006
1178,-3758.0,-63862.71000000001
1179,-4620.0,-63873.520000000004
1180,-3551.0,-63857.28
1181,-4245.0,-53865.729999999996
1182,-4280.0,-53872.06
1183,-3946.0,-53870.69999999999
1184,-2693.0,-53861.439999999995
1185,-2497.0,-53866.93
1186,-4290.0,-53873.48000000001
1187,-4288.0,-53865.41
1188,-3416.0,-53865.25000000001
1189,-4286.0,-53861.86000000001
1190,-1003386.0,-53858.11000000001
1191,-4090.0,-53854.73
1192,-4288.0,-53851.490000000005
1193,-3717.0,-53852.700000000004
1194,-4007.0,-53846.94
1195,-4284.0,-53845.44
1196,-3923.0,-53841.3
1197,-3762.0,-53848.12
1198,-3950.0,-53848.34
1199,-3256.0,-53851.729999999996
1200,-2655.0,-53848.93
1201,-3744.0,-53836.21000000001
1202,-3390.0,-43832.57000000001
1203,-4628.0,-43828.06000000001
1204,-4642.0,-43824.62000000001
1205,-4294.0,-43820.840000000004
1206,-4606.0,-43821.68
1207,-2902.0,-43816.14
1208,-1002932.0,-43807.19
1209,-3060.0,-43784.48
1210,-4280.0,-43775.32000000001
1211,-3896.0,-43780.58000000001
1212,-3964.0,-43787.79
1213,-4272.0,-43787.85
1214,-3179.0,-43800.25999999999
1215,-3748.0,-43787.55999999999
1216,-4257.0,-43796.759999999995
1217,-2675.0,-33800.079999999994
1218,-4304.0,-33795.619999999995
1219,-4265.0,-33799.24
1220,-3618.0,-23795.74
1221,-3918.0,-23801.620000000003
1222,-4663.0,-23814.18
1223,-2675.0,-33817.32
1224,-4290.0,-33821.200000000004
1225,-3398.0,-43813.87
1226,-4101.0,-43810.3
1227,-3487.0,-43810.51000000001
1228,-4268.0,-43812.090000000004
1229,-3029.0,-43817.31000000001
1230,-3871.0,-43810.28000000001
1231,-4077.0,-43815.45000000001
1232,-3244.0,-43803.57000000001
1233,-3022.0,-43801.39000000001
1234,-4996.0,-43804.91000000001
1235,-4451.0,-43815.78000000001
1236,-3930.0,-43827.51000000001
1237,-3586.0,-43831.05000000001
1238,-3923.0,-43814.880000000005
1239,-3941.0,-43817.6
1240,-3960.0,-43808.600000000006
1241,-3948.0,-33813.909999999996
1242,-3978.0,-33803.619999999995
1243,-3736.0,-33798.770000000004
1244,-3624.0,-33795.54000000001
1245,-3736.0,-53793.96000000001
1246,-4120.0,-53784.89
1247,-3782.0,-53783.1
1248,-4270.0,-53792.10999999999
1249,-3633.0,-53792.07
1250,-3048.0,-63798.21
1251,-3008.0,-63810.99
1252,-3615.0,-63816.770000000004
1253,-4278.0,-63821.770000000004
1254,-3614.0,-73812.98000000001
1255,-3882.0,-73796.65000000001
1256,-2874.0,-73791.35
1257,-3341.0,-73778.96
1258,-2751.0,-73792.7
1259,-3386.0,-63797.71999999999
1260,-4274.0,-63806.71999999999
1261,-4471.0,-63794.36
1262,-4302.0,-63793.04
1263,-4320.0,-63785.68
1264,-3385.0,-63776.9
1265,-4296.0,-63774.939999999995
1266,-3410.0,-63774.97999999999
1267,-4231.0,-63771.829999999994
1268,-4078.0,-63777.049999999996
1269,-3918.0,-63761.979999999996
1270,-4854.0,-63756.89
1271,-4292.0,-63757.899999999994
1272,-1003354.0,-63761.08
1273,-3766.0,-73756.77
1274,-1003333.0,-73772.90000000001
1275,-3935.0,-73760.44
1276,-3923.0,-73772.6
1277,-3769.0,-73766.93000000001
1278,-4280.0,-73765.84999999999
1279,-3917.0,-73753.64999999998
1280,-4068.0,-73756.40999999999
1281,-3057.0,-73758.72
1282,-4062.0,-73742.84
1283,-4298.0,-73749.56000000001
1284,-3780.0,-73760.42000000001
1285,-3670.0,-73747.81000000001
1286,-4644.0,-73742.72
1287,-2671.0,-83733.40000000001
1288,-3688.0,-83740.3
1289,-3386.0,-83734.78
1290,-3917.0,-83734.44
1291,-3061.0,-83731.95000000001
1292,-3803.0,-83719.26000000002
1293,-3394.0,-83725.40000000001
1294,-2003849.0,-83729.43
1295,-3377.0,-83732.57
1296,-3744.0,-83731.26000000002
1297,-4663.0,-83729.25
1298,-3946.0,-83732.95000000001
1299,-1003870.0,-83729.36000000002
1300,-3933.0,-83735.83000000002
1301,-4322.0,-83744.93000000002
1302,-3890.0,-83748.63000000002
1303,-1003749.0,-83755.00000000001
1304,-3009.0,-83740.8
1305,-3764.0,-83745.46
1306,-3367.0,-83749.21
1307,-4276.0,-83759.55
1308,-3434.0,-83769.08
1309,-3960.0,-83784.69
1310,-3044.0,-93788.15000000001
1311,-3764.0,-93784.6
1312,-3228.0,-93786.46000000002
1313,-3394.0,-93790.40000000002
1314,-2983.0,-93782.85000000002
1315,-3752.0,-93786.54000000001
1316,-3942.0,-93777.54
1317,-3197.0,-103776.87
1318,-2797.0,-103769.89
1319,-3756.0,-103755.86
1320,-3719.0,-103753.7
1321,-4236.0,-103742.78000000001
1322,-1004232.0,-103745.86
1323,-4288.0,-93755.2
1324,-3044.0,-93756.64000000001
1325,-4614.0,-83757.17
1326,-3534.0,-83755.18000000001
1327,-3379.0,-83753.35
1328,-3048.0,-83754.93
1329,-3305.0,-83755.29000000001
1330,-4102.0,-83755.29
1331,-2489.0,-83757.64
1332,-3916.0,-83764.56999999999
1333,-4108.0,-83753.81999999999
1334,-3735.0,-83750.11
1335,-3942.0,-83755.33000000002
1336,-1002998.0,-83756.19
1337,-4276.0,-83752.69000000002
1338,-3371.0,-83768.84000000001
1339,-3907.0,-83783.79000000001
1340,-3711.0,-83793.55
1341,-2679.0,-83796.98000000001
1342,-4592.0,-83804.42000000001
1343,-4139.0,-83803.69
1344,-3938.0,-83803.71
1345,-3605.0,-63801.200000000004
1346,-3919.0,-63810.27
1347,-4152.0,-63808.969999999994
1348,-3911.0,-63801.57999999999
1349,-4280.0,-63795.859999999986
1350,-3958.0,-53794.65999999999
1351,-3378.0,-53787.709999999985
1352,-4252.0,-53783.81999999999
1353,-2858.0,-53787.969999999994
1354,-4080.0,-43793.38
1355,-4257.0,-43797.29
1356,-3908.0,-43797.19
1357,-4294.0,-43806.560000000005
1358,-4312.0,-43797.57
1359,-1003732.0,-43797.17
1360,-3919.0,-43794.509999999995
1361,-4657.0,-43797.95
1362,-4696.0,-43799.35999999999
1363,-3565.0,-43795.81999999999
1364,-3754.0,-43803.37999999999
1365,-3396.0,-43807.71
1366,-1003343.0,-43813.090000000004
1367,-3533.0,-43812.61000000001
1368,-2675.0,-43811.240000000005
1369,-3702.0,-43822.399999999994
1370,-3762.0,-43827.75
1371,-4600.0,-43836.939999999995
1372,-4288.0,-43826.719999999994
1373,-3910.0,-33818.23999999999
1374,-3386.0,-33811.23999999999
1375,-3736.0,-33823.66999999999
1376,-3740.0,-33813.20999999999
1377,-3927.0,-33815.450000000004
1378,-4316.0,-33819.380000000005
1379,-3917.0,-33832.32
1380,-4303.0,-33836.34
1381,-3750.0,-33833.01999999999
1382,-2987.0,-33847.62999999999
1383,-3927.0,-33844.119999999995
1384,-4302.0,-33845.939999999995
1385,-3756.0,-33842.50000000001
1386,-4294.0,-33840.62000000001
1387,-4286.0,-23846.290000000005
1388,-5183.0,-23846.270000000004
1389,-4362.0,-23855.540000000005
1390,-4260.0,-33862.23
1391,-3805.0,-33856.08
1392,-3730.0,-33871.99999999999
1393,-3396.0,-33869.7
1394,-3598.0,-33862.21000000001
1395,-4284.0,-33869.19000000001
1396,-3614.0,-33870.72000000001
1397,-3924.0,-33870.170000000006
1398,-3374.0,-33875.01
1399,-3750.0,-33882.44
1400,-3238.0,-33871.36
1401,-3933.0,-33874.78
1402,-4305.0,-33874.37
1403,-4290.0,-33878.04000000001
1404,-3400.0,-33888.880000000005
1405,-3754.0,-33887.840000000004
1406,-4304.0,-33888.21
1407,-3377.0,-33882.969999999994
1408,-3394.0,-33875.71
1409,-3694.0,-33868.5
1410,-3388.0,-23869.33
1411,-3905.0,-23870.860000000004
1412,-2874.0,-23866.580000000005
1413,-4150.0,-23853.410000000007
1414,-3416.0,-23853.500000000007
1415,-4290.0,-23849.750000000007
1416,-3894.0,-23855.250000000004
1417,-3060.0,-13859.460000000001
1418,-3913.0,-13852.920000000002
1419,-4291.0,-13872.66
1420,-4638.0,-13872.68
1421,-3214.0,-13868.850000000002
1422,-3384.0,-23865.11
1423,-3588.0,-23846.86
1424,-4287.0,-23857.74
1425,-3568.0,-23859.229999999996
1426,-3758.0,-23855.600000000002
1427,-3772.0,-23855.170000000002
1428,-4342.0,-23853.54
1429,-3707.0,-23849.3
1430,-3770.0,-23841.83
1431,-3950.0,-23841.640000000003
1432,-3565.0,-23850.260000000002
1433,-4290.0,-23863.020000000004
1434,-3391.0,-33863.15
1435,-3754.0,-33861.31
1436,-3565.0,-33861.31
1437,-4274.0,-33848.59
1438,-4298.0,-33841.340000000004
1439,-1004576.0,-33828.51
1440,-3096.0,-43815.13
1441,-4271.0,-43795.979999999996
1442,-4362.0,-43791.69
1443,-3390.0,-43797.39
1444,-4636.0,-43806.27
1445,-3758.0,-43807.81
1446,-3864.0,-43802.63
1447,-4636.0,-43806.409999999996
1448,-4654.0,-43806.99
1449,-3172.0,-43822.87
1450,-4300.0,-43824.97
1451,-3337.0,-43831.55
1452,-4619.0,-43835.380000000005
1453,-3942.0,-43835.17
1454,-3976.0,-43826.65
1455,-4294.0,-43842.21
1456,-3384.0,-43847.50999999999
1457,-3568.0,-43835.06999999999
1458,-3591.0,-43847.92
1459,-3815.0,-43849.83
1460,-4072.0,-43846.47
1461,-4229.0,-43848.0
1462,-3379.0,-43842.950000000004
1463,-3574.0,-43853.05
1464,-3379.0,-43854.47
1465,-3946.0,-43858.2
1466,-3764.0,-43858.119999999995
1467,-2879.0,-43852.81
1468,-4649.0,-43855.95
1469,-3704.0,-43862.82
1470,-3379.0,-43862.81
1471,-1004226.0,-43859.41
1472,-2463.0,-43861.11000000001
1473,-4998.0,-43870.170000000006
1474,-3535.0,-43873.44
1475,-3373.0,-43877.32
1476,-3697.0,-43884.48
1477,-3764.0,-43884.950000000004
1478,-3892.0,-43886.079999999994
1479,-3170.0,-43880.439999999995
1480,-4284.0,-43896.97
1481,-4612.0,-43889.719999999994
1482,-4263.0,-43884.41
1483,-1003940.0,-43891.600000000006
1484,-4118.0,-43887.79
1485,-3756.0,-43889.090000000004
1486,-3022.0,-43892.56999999999
1487,-3561.0,-43900.33999999999
1488,-3900.0,-43891.51
1489,-1003024.0,-43894.75000000001
1490,-2345.0,-33888.060000000005
1491,-3376.0,-33887.340000000004
1492,-4300.0,-33887.57
1493,-4284.0,-33882.700000000004
1494,-3752.0,-43875.25
1495,-3766.0,-43863.25
1496,-3992.0,-43861.54999999999
1497,-3982.0,-43849.81999999999
1498,-4962.0,-43843.04
1499,-3960.0,-43835.44
1500,-3896.0,-43841.16
1501,-4316.0,-43837.62
1502,-4284.0,-43847.45
1503,-3438.0,-43847.92999999999
1504,-4956.0,-43850.429999999986
1505,-4284.0,-43853.40999999998
1506,-3060.0,-43849.639999999985
1507,-4662.0,-43858.77999999999
1508,-3585.0,-53860.299999999996
1509,-3358.0,-53863.65
1510,-3541.0,-53868.52
1511,-3400.0,-53870.53999999999
1512,-3884.0,-53874.55
1513,-4292.0,-53879.63999999999
1514,-3789.0,-53876.09
1515,-4282.0,-53877.670000000006
1516,-3363.0,-53881.09
1517,-3374.0,-53880.71
1518,-4600.0,-53894.700000000004
1519,-4290.0,-53887.71
1520,-4298.0,-53893.729999999996
1521,-3384.0,-53902.119999999995
1522,-4290.0,-43890.24999999999
1523,-3915.0,-43904.70999999999
1524,-4675.0,-43897.569999999985
1525,-4284.0,-43905.01999999999
1526,-3805.0,-43918.009999999995
1527,-3885.0,-43926.17999999999
1528,-3778.0,-43917.159999999996
1529,-5360.0,-43915.78
1530,-3045.0,-43930.46
1531,-3419.0,-43930.28
1532,-4284.0,-43926.42
1533,-3909.0,-43926.61
1534,-3521.0,-33933.58000000001
1535,-4102.0,-33935.42
1536,-4342.0,-33940.53999999999
1537,-3391.0,-33944.15
1538,-4622.0,-33951.200000000004
1539,-3907.0,-33945.71000000001
1540,-3024.0,-23955.210000000003
1541,-4294.0,-43971.11
1542,-3875.0,-43967.40000000001
1543,-1002645.0,-43970.27000000001
1544,-3436.0,-43971.84000000001
1545,-3588.0,-53959.09000000001
1546,-2691.0,-53955.44000000001
1547,-3958.0,-53958.420000000006
1548,-3894.0,-53948.45
1549,-3744.0,-53934.59000000001
1550,-3946.0,-53937.35000000001
1551,-4320.0,-53940.97000000001
1552,-4667.0,-53940.770000000004
1553,-4192.0,-53928.48
1554,-4274.0,-53925.05
1555,-3917.0,-53915.17
1556,-4298.0,-53918.549999999996
1557,-1003720.0,-53930.59
1558,-3926.0,-63918.060000000005
1559,-4302.0,-63915.82000000001
1560,-4274.0,-63931.91000000001
1561,-4630.0,-63939.340000000004
1562,-3888.0,-63939.719999999994
1563,-3219.0,-63938.64
1564,-3537.0,-63933.3
1565,-4288.0,-63929.51
1566,-3726.0,-63918.880000000005
1567,-4278.0,-63927.91000000001
1568,-3950.0,-63931.630000000005
1569,-4306.0,-63923.29000000001
1570,-4218.0,-63923.090000000004
1571,-3039.0,-63919.37
1572,-3909.0,-63921.13
1573,-4284.0,-63914.63
1574,-4280.0,-63917.880000000005
1575,-4672.0,-63910.42000000001
1576,-4514.0,-63902.06000000001
1577,-2862.0,-73893.66000000002
1578,-3754.0,-73894.55
1579,-4638.0,-73890.40000000001
1580,-4266.0,-73879.90000000001
1581,-4226.0,-73890.74
1582,-4282.0,-73899.49
1583,-4637.0,-73894.04999999999
1584,-4302.0,-73890.59999999998
1585,-4268.0,-73895.05
1586,-3383.0,-73889.62
1587,-4266.0,-73885.36
1588,-3351.0,-73885.17000000001
1589,-3974.0,-73882.05
1590,-2003935.0,-73885.72000000002
1591,-3005.0,-73886.22
1592,-4587.0,-83881.75000000001
1593,-4441.0,-93879.98000000001
1594,-1002477.0,-83891.04
1595,-3401.0,-83896.07999999999
1596,-4290.0,-83903.04
1597,-2985.0,-83910.20999999999
1598,-3576.0,-83907.56999999999
1599,-4236.0,-83911.49
1600,-4258.0,-83913.29000000001
1601,-4296.0,-83912.97000000002
1602,-3055.0,-83913.18000000002
1603,-3095.0,-83905.55
1604,-3968.0,-83893.70000000001
1605,-4622.0,-83890.48000000001
1606,-4264.0,-83894.27
1607,-1003409.0,-93894.03000000001
1608,-3361.0,-83891.98000000001
1609,-4967.0,-83880.98000000001
1610,-4284.0,-83873.65000000001
1611,-3438.0,-83868.10999999999
1612,-3776.0,-83860.95
1613,-3758.0,-83860.74
1614,-3410.0,-83866.05
1615,-3219.0,-83873.68000000001
1616,-4266.0,-83870.34
1617,-3746.0,-83876.02
1618,-3766.0,-83870.5
1619,-4270.0,-83865.05
1620,-3926.0,-83855.63
1621,-3560.0,-83852.65
1622,-3640.0,-83857.51
1623,-4240.0,-83847.09000000001
1624,-3929.0,-83840.18
1625,-3448.0,-83840.09999999999
1626,-1002965.0,-83831.07999999999
1627,-3974.0,-83823.43999999999
1628,-3363.0,-83832.23999999999
1629,-4310.0,-83828.57
1630,-4129.0,-83819.53
1631,-4294.0,-83816.06
1632,-3740.0,-83808.24
1633,-3564.0,-83804.73
1634,-3966.0,-83797.75999999998
1635,-3559.0,-83788.68
1636,-3916.0,-83788.55999999998
1637,-3372.0,-83792.34999999999
1638,-4310.0,-83795.66
1639,-4274.0,-83804.05
1640,-3074.0,-83803.87
1641,-1003847.0,-63810.740000000005
1642,-1003698.0,-63821.57
1643,-3751.0,-63814.799999999996
1644,-3940.0,-63813.329999999994
1645,-4284.0,-53826.22
1646,-3408.0,-53841.229999999996
1647,-3694.0,-53828.64
1648,-4286.0,-53841.73
1649,-3924.0,-53848.67999999999
1650,-3914.0,-53838.58
1651,-4341.0,-53831.65
1652,-3904.0,-53829.38999999999
1653,-3007.0,-53834.03999999999
1654,-3952.0,-53838.58999999999
1655,-4296.0,-63841.66999999999
1656,-1004274.0,-63828.93
1657,-3515.0,-63821.83000000001
1658,-2826.0,-53820.05000000001
1659,-3569.0,-53820.420000000006
1660,-3720.0,-63796.62
1661,-3914.0,-63792.68
1662,-3867.0,-63790.93000000001
1663,-3750.0,-63796.21000000001
1664,-4300.0,-63792.79
1665,-3954.0,-63801.350000000006
1666,-4294.0,-63806.8
1667,-3726.0,-63801.740000000005
1668,-3405.0,-63807.14
1669,-3364.0,-63812.74
1670,-3920.0,-63816.58
1671,-3525.0,-63815.12
1672,-2867.0,-63820.490000000005
1673,-3593.0,-63814.780000000006
1674,-4272.0,-63815.26
1675,-3770.0,-63819.009999999995
1676,-3750.0,-63817.759999999995
1677,-3742.0,-53827.12999999999
1678,-3387.0,-53830.01999999999
1679,-3734.0,-53829.799999999996
1680,-3919.0,-53825.579999999994
1681,-3444.0,-53826.91000000001
1682,-3931.0,-53823.240000000005
1683,-3940.0,-53825.32000000001
1684,-3394.0,-53826.96
1685,-4256.0,-53828.19999999999
1686,-3762.0,-53835.57
1687,-4597.0,-53834.03
1688,-4190.0,-53829.270000000004
1689,-3956.0,-53829.170000000006
1690,-4622.0,-53825.72000000001
1691,-4088.0,-53835.44000000001
1692,-3910.0,-43839.630000000005
1693,-4294.0,-33845.590000000004
1694,-3766.0,-33841.9
1695,-4902.0,-33842.08000000001
1696,-3031.0,-33838.600000000006
1697,-4294.0,-33851.32000000001
1698,-4271.0,-33855.08
1699,-3226.0,-33848.06
1700,-3565.0,-33846.579999999994
1701,-4070.0,-33852.06
1702,-3520.0,-33847.66999999999
1703,-3550.0,-33849.659999999996
1704,-1004276.0,-33861.869999999995
1705,-3348.0,-43848.969999999994
1706,-3554.0,-43831.28
1707,-3231.0,-33824.43
1708,-3398.0,-33828.96
1709,-1002587.0,-33845.0
1710,-3890.0,-33852.29000000001
1711,-3263.0,-33852.83000000001
1712,-4304.0,-33851.420000000006
1713,-3416.0,-33854.89000000001
1714,-4266.0,-43863.07000000001
1715,-3764.0,-43866.79000000001
1716,-3760.0,-43862.9
1717,-4286.0,-43853.48
1718,-4326.0,-43849.880000000005
1719,-4654.0,-43853.57
1720,-3780.0,-43859.00000000001
1721,-4097.0,-43859.200000000004
1722,-3069.0,-43864.700000000004
1723,-4288.0,-43873.57000000001
1724,-4304.0,-43869.65000000001
1725,-3323.0,-43853.46000000001
1726,-3902.0,-43858.740000000005
1727,-4263.0,-43863.560000000005
