episode,episode_reward,smoothed_reward
1728,-3341.0,-43868.9
1729,-3888.0,-43876.55
1730,-4262.0,-43878.07
1731,-3927.0,-43876.50000000001
1732,-3948.0,-43877.74000000001
1733,-3728.0,-43881.31000000001
1734,-4090.0,-43888.05
1735,-4296.0,-43897.01
1736,-3762.0,-43892.25
1737,-2896.0,-43885.07000000001
1738,-4300.0,-43875.040000000015
1739,-3929.0,-43870.76000000002
1740,-4046.0,-43865.52000000001
1741,-4266.0,-43853.42000000001
1742,-4294.0,-43853.69000000001
1743,-3382.0,-43860.98
1744,-3958.0,-43856.58000000001
1745,-3936.0,-43852.52
1746,-4680.0,-43848.63
1747,-4070.0,-43861.34
1748,-3584.0,-43852.450000000004
1749,-3776.0,-43856.12
1750,-4462.0,-43863.12
1751,-3902.0,-43877.3
1752,-4103.0,-43874.090000000004
1753,-4228.0,-43885.21
1754,-1002662.0,-43883.67
1755,-2527.0,-33874.829999999994
1756,-3589.0,-33880.72
1757,-3968.0,-33880.93
1758,-4430.0,-33888.25
1759,-4298.0,-33893.65
1760,-3774.0,-23914.28
1761,-3773.0,-23910.63
1762,-4214.0,-23923.9
1763,-1004568.0,-23914.77
1764,-4672.0,-23919.53
1765,-3565.0,-23919.489999999998
1766,-3352.0,-23923.309999999998
1767,-3366.0,-33928.06999999999
1768,-3774.0,-33924.38
1769,-3907.0,-33923.99999999999
1770,-3940.0,-33920.31
1771,-4075.0,-33916.38
1772,-3754.0,-33918.310000000005
1773,-3201.0,-33927.50000000001
1774,-2653.0,-43914.670000000006
1775,-4298.0,-43926.86000000001
1776,-4232.0,-43924.01
1777,-4276.0,-43915.200000000004
1778,-4152.0,-43911.97
1779,-3886.0,-43923.04
1780,-3762.0,-43921.46000000001
1781,-3568.0,-43907.38000000001
1782,-4288.0,-43910.91000000002
1783,-4614.0,-43905.240000000005
1784,-4290.0,-43903.56
1785,-3780.0,-43900.399999999994
1786,-3044.0,-43896.639999999985
1787,-3594.0,-43897.609999999986
1788,-3762.0,-43906.22999999999
1789,-3432.0,-43902.009999999995
1790,-3412.0,-43905.24
1791,-4115.0,-43904.24
1792,-4639.0,-43892.0
1793,-3854.0,-43891.979999999996
1794,-3360.0,-43897.149999999994
1795,-4513.0,-43895.43
1796,-4302.0,-43895.21
1797,-3405.0,-43891.659999999996
1798,-4638.0,-43882.840000000004
1799,-3926.0,-43888.14
1800,-4983.0,-43893.38
1801,-3749.0,-43891.94
1802,-4632.0,-43880.81
1803,-3396.0,-43877.08
1804,-3392.0,-43874.14
1805,-3937.0,-33890.53999999999
1806,-3575.0,-33906.56
1807,-3963.0,-33911.939999999995
1808,-3938.0,-33911.56
1809,-4650.0,-33908.87
1810,-3525.0,-33903.37000000001
1811,-4590.0,-33900.930000000015
1812,-3391.0,-33902.450000000004
1813,-3892.0,-33891.270000000004
1814,-4262.0,-23878.95
1815,-4146.0,-23866.510000000002
1816,-1004236.0,-23881.39
1817,-3917.0,-23881.730000000003
1818,-4288.0,-23883.75
1819,-4285.0,-23885.11
1820,-3387.0,-23892.8
1821,-4290.0,-23896.039999999997
1822,-3988.0,-23896.539999999997
1823,-1003005.0,-23896.66
1824,-5523.0,-23898.65
1825,-3038.0,-33909.26
1826,-3021.0,-33906.25000000001
1827,-3940.0,-33902.55
1828,-4448.0,-33893.600000000006
1829,-3730.0,-33895.0
1830,-2854.0,-33893.24
1831,-4280.0,-33892.67999999999
1832,-3381.0,-33892.62999999999
1833,-3560.0,-33895.81
1834,-3774.0,-43892.16999999999
1835,-3920.0,-43895.60999999999
1836,-3859.0,-43897.49
1837,-3758.0,-43901.21
1838,-3878.0,-43899.27
1839,-4252.0,-43908.3
1840,-3946.0,-43907.91
1841,-3042.0,-43916.810000000005
1842,-4292.0,-43915.53999999999
1843,-3899.0,-43902.79
1844,-3786.0,-43909.07
1845,-3914.0,-43905.97
1846,-4325.0,-43899.87
1847,-3188.0,-43903.26
1848,-4114.0,-43915.55
1849,-4300.0,-43904.67
1850,-4318.0,-43904.630000000005
1851,-2789.0,-43901.51
1852,-3730.0,-43893.83
1853,-3934.0,-43890.37
1854,-4302.0,-43896.07
1855,-4129.0,-43905.21
1856,-4127.0,-43896.15
1857,-3930.0,-43899.6
1858,-4161.0,-43897.48999999999
1859,-3748.0,-43895.729999999996
1860,-3530.0,-43884.159999999996
1861,-3925.0,-53884.469999999994
1862,-3096.0,-53868.56
1863,-3336.0,-53861.56
1864,-3428.0,-53860.00000000001
1865,-5053.0,-53851.15
1866,-3386.0,-53845.12
1867,-3568.0,-43845.74999999999
1868,-3910.0,-43846.09999999999
1869,-4676.0,-43851.7
1870,-4264.0,-43848.29
1871,-4125.0,-43857.240000000005
1872,-3766.0,-43851.80000000001
1873,-3400.0,-43838.91
1874,-1003714.0,-33830.409999999996
1875,-3997.0,-33818.1
1876,-3862.0,-33817.80999999999
1877,-3381.0,-33822.939999999995
1878,-4292.0,-33824.37999999999
1879,-3710.0,-33822.83999999999
1880,-3706.0,-33819.619999999995
1881,-3563.0,-33821.38999999999
1882,-4606.0,-33821.57
1883,-1004250.0,-33823.44
1884,-4634.0,-33832.35999999999
1885,-3968.0,-33833.880000000005
1886,-3416.0,-33841.32
1887,-3400.0,-33852.27
1888,-4665.0,-33854.170000000006
1889,-3393.0,-33856.43
1890,-4302.0,-33853.36
1891,-3988.0,-33849.479999999996
1892,-3364.0,-33849.53999999999
1893,-4482.0,-33849.58
1894,-3050.0,-33853.76
1895,-3903.0,-33849.65
1896,-4641.0,-33851.87
1897,-4634.0,-33846.119999999995
1898,-3550.0,-33843.280000000006
1899,-3922.0,-33831.810000000005
1900,-4671.0,-33823.310000000005
1901,-2981.0,-33817.469999999994
1902,-4286.0,-33839.47
1903,-3966.0,-33841.03
1904,-4306.0,-33849.990000000005
1905,-3031.0,-33846.47
1906,-3920.0,-33834.87000000001
1907,-3752.0,-33827.490000000005
1908,-3762.0,-33818.630000000005
1909,-3493.0,-33813.22
1910,-1003556.0,-33807.69
1911,-2999.0,-43809.47
1912,-2691.0,-43825.55
1913,-3736.0,-43837.880000000005
1914,-3377.0,-43847.280000000006
1915,-3543.0,-43848.25000000001
1916,-4299.0,-43837.56
1917,-3952.0,-43837.41
1918,-4848.0,-43832.19
1919,-3944.0,-43827.24
1920,-4282.0,-43827.170000000006
1921,-3746.0,-43821.75000000001
1922,-2699.0,-43816.490000000005
1923,-2155.0,-43809.020000000004
1924,-4292.0,-43817.8
1925,-3009.0,-33817.44
1926,-3534.0,-33816.85
1927,-4084.0,-43820.78999999999
1928,-4294.0,-43824.439999999995
1929,-3408.0,-43820.96
1930,-3031.0,-43826.7
1931,-4298.0,-43832.7
1932,-3568.0,-43836.149999999994
1933,-4452.0,-43825.2
1934,-3926.0,-33816.899999999994
1935,-4664.0,-33804.88
1936,-4954.0,-33799.56
1937,-3948.0,-33804.17999999999
1938,-4104.0,-33818.52
1939,-3945.0,-33809.42999999999
1940,-3558.0,-33822.389999999985
1941,-3048.0,-33819.03
1942,-4296.0,-33816.79
1943,-4317.0,-33826.03
1944,-3375.0,-33818.65
1945,-4136.0,-33834.06999999999
1946,-3750.0,-33833.95
1947,-2904.0,-33826.71
1948,-2967.0,-33812.59
1949,-3450.0,-33818.200000000004
1950,-3734.0,-33814.27
1951,-4989.0,-33807.06
1952,-3886.0,-33807.78
1953,-4830.0,-33802.47999999999
1954,-3950.0,-43801.55999999999
1955,-2969.0,-43792.12999999999
1956,-3389.0,-43804.799999999996
1957,-3044.0,-43793.939999999995
1958,-3620.0,-43783.45
1959,-3195.0,-43786.66999999999
1960,-1003708.0,-43794.63999999999
1961,-5533.0,-33798.74
1962,-4329.0,-33815.05
1963,-4276.0,-33817.75000000001
1964,-3525.0,-33815.600000000006
1965,-3984.0,-53808.310000000005
1966,-3371.0,-53806.630000000005
1967,-3046.0,-53797.43
1968,-3415.0,-53797.08
1969,-4669.0,-53782.119999999995
1970,-3722.0,-53778.56999999999
1971,-3599.0,-53776.56999999999
1972,-3019.0,-53776.759999999995
1973,-4278.0,-53792.549999999996
1974,-3678.0,-53801.59
1975,-3938.0,-53787.920000000006
1976,-1004256.0,-53796.82
1977,-3746.0,-53811.45
1978,-3944.0,-53816.83
1979,-4284.0,-53816.829999999994
1980,-4306.0,-53820.27
1981,-3908.0,-53825.729999999996
1982,-3511.0,-53825.66999999999
1983,-3420.0,-53829.17
1984,-3432.0,-53827.3
1985,-3436.0,-53829.090000000004
1986,-3878.0,-53821.76
1987,-4834.0,-53797.1
1988,-3756.0,-53793.31
1989,-4689.0,-53800.94999999999
1990,-3966.0,-53795.38999999999
1991,-3764.0,-53793.47
1992,-4288.0,-53805.89
1993,-3744.0,-53801.92
1994,-4592.0,-53790.52
1995,-3891.0,-53799.729999999996
1996,-3917.0,-53801.42999999999
1997,-3222.0,-53806.86999999999
1998,-4111.0,-53817.50999999999
1999,-3529.0,-53834.67999999999
2000,-3950.0,-53837.64
2001,-3053.0,-53839.40999999999
2002,-3756.0,-53832.38
2003,-1003874.0,-53827.619999999995
2004,-3363.0,-53816.78
2005,-4298.0,-53815.94
2006,-2834.0,-53825.27
2007,-2703.0,-53822.11
2008,-4084.0,-53829.03
2009,-4290.0,-53823.33
2010,-3966.0,-53833.98
2011,-4630.0,-43830.61
2012,-2961.0,-43814.96
2013,-3521.0,-43811.409999999996
2014,-2002648.0,-43804.31999999999
2015,-3375.0,-43799.439999999995
2016,-3379.0,-43802.67999999999
2017,-3917.0,-43799.299999999996
2018,-3352.0,-43799.29
2019,-3589.0,-43804.02
2020,-4082.0,-43796.909999999996
2021,-3765.0,-43786.27999999999
2022,-4278.0,-43793.009999999995
2023,-3059.0,-43802.02
2024,-2925.0,-43804.06
2025,-3899.0,-53809.81999999999
2026,-4997.0,-53809.64999999999
2027,-4622.0,-43801.079999999994
2028,-4294.0,-43793.77
2029,-3752.0,-43801.22
2030,-3577.0,-43804.54000000001
2031,-4292.0,-43800.65
2032,-3918.0,-43797.200000000004
2033,-4265.0,-43799.11
2034,-4105.0,-43798.71
2035,-3931.0,-43798.229999999996
2036,-2488.0,-43799.329999999994
2037,-3569.0,-43793.009999999995
2038,-4868.0,-43779.08999999999
2039,-3389.0,-43775.86999999999
2040,-3366.0,-43771.69999999999
2041,-4290.0,-43771.13999999999
2042,-3899.0,-43769.09999999999
2043,-3177.0,-43769.16
2044,-4296.0,-43771.29
2045,-4306.0,-43768.090000000004
2046,-4294.0,-43768.060000000005
2047,-3968.0,-43772.14
2048,-4684.0,-43782.74
2049,-3746.0,-43775.54999999999
2050,-3911.0,-43788.399999999994
2051,-4286.0,-43791.619999999995
2052,-3410.0,-43799.17999999999
2053,-3746.0,-43797.439999999995
2054,-3866.0,-33801.52
2055,-3902.0,-33803.22
2056,-3073.0,-33797.82000000001
2057,-3736.0,-33803.72
2058,-3050.0,-33816.189999999995
2059,-4260.0,-33814.39
2060,-3371.0,-33813.99
2061,-3968.0,-33820.810000000005
2062,-3974.0,-33816.950000000004
2063,-3567.0,-33816.89000000001
2064,-3037.0,-33822.530000000006
2065,-4308.0,-13834.82
2066,-3033.0,-13834.51
2067,-3045.0,-13840.240000000002
2068,-3888.0,-13844.020000000002
2069,-3958.0,-13851.160000000002
2070,-2659.0,-13850.84
2071,-4272.0,-13847.300000000001
2072,-3920.0,-13847.27
2073,-4482.0,-13838.830000000002
2074,-1004254.0,-13844.070000000002
2075,-3921.0,-13841.510000000002
2076,-3399.0,-13841.6
2077,-3015.0,-13827.15
2078,-4689.0,-13820.19
2079,-4616.0,-13813.17
2080,-3917.0,-13818.630000000001
2081,-3563.0,-13820.36
2082,-3702.0,-13820.2
2083,-3380.0,-13820.96
2084,-3384.0,-13808.430000000002
2085,-3546.0,-13801.179999999998
2086,-3246.0,-13797.449999999999
2087,-3442.0,-13806.719999999998
2088,-3434.0,-13809.969999999998
2089,-4272.0,-13798.789999999999
2090,-3910.0,-13798.92
2091,-3560.0,-13804.2
2092,-4294.0,-13796.689999999999
2093,-3957.0,-13800.890000000001
2094,-4272.0,-13803.140000000001
2095,-3888.0,-13797.550000000001
2096,-4325.0,-13794.560000000001
2097,-4282.0,-13781.730000000001
2098,-3392.0,-13775.890000000001
2099,-4814.0,-13764.73
2100,-4272.0,-13766.810000000001
2101,-3809.0,-13754.130000000001
2102,-3582.0,-13752.91
2103,-4282.0,-13754.57
2104,-3533.0,-13759.73
2105,-3758.0,-13763.42
2106,-3424.0,-13760.020000000002
2107,-3950.0,-13768.210000000003
2108,-3904.0,-13761.490000000002
2109,-4250.0,-13769.14
2110,-4648.0,-13765.609999999997
2111,-4244.0,-13774.799999999996
2112,-2955.0,-13770.169999999996
2113,-4085.0,-13764.01
2114,-3877.0,-13765.84
2115,-3344.0,-13778.23
2116,-3952.0,-13778.01
2117,-4295.0,-13793.839999999998
2118,-4066.0,-13813.099999999999
2119,-3557.0,-13804.679999999998
2120,-3728.0,-23791.449999999997
2121,-3762.0,-23804.07
2122,-3434.0,-23804.16
2123,-3583.0,-23804.420000000002
2124,-2669.0,-23814.850000000002
2125,-3908.0,-13820.47
2126,-3552.0,-13821.039999999999
2127,-3926.0,-13829.310000000001
2128,-3592.0,-13832.430000000002
2129,-4298.0,-13820.02
2130,-3750.0,-13816.619999999999
2131,-4276.0,-13814.759999999998
2132,-3994.0,-13822.139999999998
2133,-3012.0,-13820.029999999999
2134,-3380.0,-13824.01
2135,-3558.0,-13830.81
2136,-3415.0,-13838.17
2137,-3894.0,-13848.04
2138,-3750.0,-13859.84
2139,-3402.0,-13865.26
2140,-3894.0,-13869.08
2141,-3539.0,-13863.76
2142,-4319.0,-13862.02
2143,-3402.0,-13849.420000000002
2144,-3737.0,-13853.350000000002
2145,-4007.0,-13847.910000000002
2146,-3011.0,-13839.730000000001
2147,-3384.0,-13832.04
2148,-3568.0,-13826.500000000002
2149,-3954.0,-13826.780000000002
2150,-2643.0,-13817.760000000004
2151,-4164.0,-13805.550000000005
2152,-3576.0,-13801.150000000003
2153,-4262.0,-13795.780000000004
2154,-4235.0,-13799.100000000002
2155,-3562.0,-13809.990000000002
2156,-3892.0,-13811.450000000003
2157,-3064.0,-13820.070000000002
2158,-3815.0,-13821.470000000001
2159,-3907.0,-13825.510000000002
2160,-4290.0,-13825.97
2161,-3505.0,-13808.34
2162,-3358.0,-13805.560000000001
2163,-3750.0,-13810.15
2164,-4276.0,-13808.76
2165,-4286.0,-13809.16
2166,-4616.0,-13818.67
2167,-4971.0,-13809.690000000002
2168,-3046.0,-13802.550000000003
2169,-1002635.0,-13795.330000000004
2170,-3921.0,-13795.050000000005
2171,-4281.0,-13791.470000000005
2172,-3946.0,-13799.870000000004
2173,-5525.0,-13815.360000000004
2174,-4816.0,-13822.310000000003
2175,-3978.0,-13834.840000000002
2176,-4226.0,-13838.380000000003
2177,-3327.0,-13840.270000000002
2178,-3448.0,-13843.230000000001
2179,-4276.0,-13834.910000000003
2180,-3731.0,-13825.680000000002
2181,-4301.0,-13827.160000000002
2182,-3491.0,-13818.45
2183,-3778.0,-13817.14
2184,-4064.0,-13808.079999999998
2185,-4282.0,-13816.919999999998
2186,-4233.0,-13824.22
2187,-4622.0,-13832.289999999999
2188,-3976.0,-13839.759999999998
2189,-4654.0,-13836.899999999998
2190,-3378.0,-13846.06
2191,-3386.0,-13846.9
2192,-3034.0,-13849.050000000001
2193,-4350.0,-13832.290000000003
2194,-3728.0,-13831.990000000003
2195,-3070.0,-13832.140000000003
2196,-3556.0,-13828.93
2197,-3728.0,-13844.98
2198,-3420.0,-13850.84
2199,-3912.0,-13854.39
2200,-3051.0,-13851.170000000002
2201,-3369.0,-13863.480000000001
2202,-3045.0,-13864.78
2203,-4614.0,-13868.7
2204,-4622.0,-13865.04
2205,-3904.0,-13859.91
2206,-4286.0,-13857.839999999998
2207,-4090.0,-13865.659999999998
2208,-4308.0,-13868.499999999998
2209,-4296.0,-13873.249999999998
2210,-2885.0,-13864.09
2211,-3966.0,-13856.99
2212,-3414.0,-13868.68
2213,-3946.0,-13873.87
2214,-3917.0,-13873.630000000001
2215,-4295.0,-13864.760000000002
2216,-3054.0,-13852.240000000003
2217,-3581.0,-13849.120000000003
2218,-3344.0,-13822.770000000002
2219,-3529.0,-13832.070000000003
2220,-3370.0,-3845.0899999999997
2221,-4602.0,-3844.98
2222,-4983.0,-3841.63
2223,-4278.0,-3841.41
2224,-3922.0,-3821.9600000000005
2225,-4262.0,-3819.94
2226,-3741.0,-3813.78
2227,-4222.0,-13810.72
2228,-2760.0,-13814.89
2229,-3375.0,-13819.86
2230,-3898.0,-13815.980000000001
2231,-3405.0,-13821.590000000002
2232,-3863.0,-13813.12
2233,-2106.0,-13812.769999999999
2234,-4264.0,-23819.38
2235,-4288.0,-23812.820000000003
2236,-4222.0,-23810.74
2237,-4641.0,-23807.960000000003
2238,-3464.0,-23793.810000000005
2239,-4318.0,-23784.56
2240,-3978.0,-23784.739999999998
2241,-3754.0,-23785.06
2242,-2643.0,-23786.51
2243,-3372.0,-23793.350000000002
2244,-3752.0,-23799.690000000002
2245,-3686.0,-23801.600000000002
2246,-4616.0,-23807.27
2247,-3970.0,-23801.8
2248,-3923.0,-23811.38
2249,-3632.0,-23803.94
2250,-3874.0,-23811.28
2251,-4294.0,-23827.600000000002
2252,-3968.0,-23824.290000000005
2253,-3896.0,-23822.750000000007
2254,-3722.0,-23806.480000000007
2255,-3355.0,-23798.18
2256,-4674.0,-23798.67
2257,-3348.0,-23793.51
2258,-4290.0,-23782.319999999996
2259,-2991.0,-23776.620000000003
2260,-3580.0,-23767.520000000004
2261,-4674.0,-23786.99
2262,-3877.0,-23788.270000000004
2263,-3726.0,-23800.210000000003
2264,-3389.0,-23811.26
2265,-3034.0,-23818.709999999995
2266,-4304.0,-23815.230000000003
2267,-2336.0,-23827.75
2268,-3976.0,-23824.090000000004
2269,-3937.0,-23824.790000000005
2270,-3910.0,-23829.240000000005
2271,-3946.0,-23834.52
2272,-3924.0,-23819.03
2273,-3580.0,-23802.489999999998
2274,-4614.0,-23797.249999999996
2275,-3362.0,-23800.87
2276,-1003920.0,-23794.049999999996
2277,-3744.0,-23802.5
2278,-3945.0,-23799.51
2279,-3888.0,-23811.339999999997
2280,-4292.0,-23816.59
2281,-3454.0,-23820.989999999998
2282,-3456.0,-23822.559999999998
2283,-1004439.0,-23823.78
2284,-3408.0,-23845.919999999995
2285,-4074.0,-23831.829999999994
2286,-3955.0,-23833.539999999994
2287,-3207.0,-23834.119999999995
2288,-3051.0,-23824.959999999995
2289,-4672.0,-23832.619999999995
2290,-3410.0,-23832.239999999994
2291,-3531.0,-23844.279999999995
2292,-3718.0,-33842.27
2293,-4984.0,-33855.34
2294,-3919.0,-33862.17999999999
2295,-3637.0,-33862.079999999994
2296,-3009.0,-33856.98999999999
2297,-4686.0,-33848.329999999994
2298,-2676.0,-33842.85
2299,-4646.0,-33843.090000000004
2300,-4683.0,-33849.170000000006
2301,-3038.0,-33848.07000000001
2302,-2891.0,-33848.25
2303,-2987.0,-33845.61
2304,-3792.0,-33836.43
2305,-3953.0,-33838.27
2306,-3770.0,-33834.63999999999
2307,-2971.0,-33836.159999999996
2308,-3738.0,-33845.719999999994
2309,-3386.0,-33841.909999999996
2310,-4832.0,-33845.509999999995
2311,-4094.0,-33848.369999999995
2312,-4608.0,-33844.63
2313,-5051.0,-33844.96000000001
2314,-4662.0,-33834.880000000005
2315,-3947.0,-33842.009999999995
2316,-4306.0,-33854.61999999999
2317,-3215.0,-33848.07999999999
2318,-3414.0,-33870.73999999999
2319,-3974.0,-33873.75999999999
2320,-3898.0,-33868.17999999999
2321,-3053.0,-33871.79999999999
2322,-3329.0,-33871.99999999999
2323,-3754.0,-33879.5
2324,-4284.0,-33881.060000000005
2325,-3580.0,-33874.90000000001
2326,-4586.0,-33877.11
2327,-3923.0,-23880.750000000004
2328,-3943.0,-23873.670000000002
2329,-3900.0,-23874.350000000002
2330,-4338.0,-23872.829999999998
2331,-3562.0,-23870.73
2332,-3985.0,-23873.94
2333,-4320.0,-23869.489999999998
2334,-2855.0,-13875.649999999998
2335,-4459.0,-13875.05
2336,-4280.0,-13871.990000000002
2337,-3725.0,-13866.24
2338,-4230.0,-13871.87
2339,-4280.0,-13884.34
2340,-5182.0,-13880.539999999999
2341,-1003553.0,-13873.03
2342,-3950.0,-13877.46
2343,-4056.0,-13879.519999999999
2344,-3742.0,-13867.079999999998
2345,-3177.0,-13866.849999999997
2346,-3750.0,-13861.079999999998
2347,-3422.0,-23860.559999999998
2348,-3947.0,-23839.99
2349,-4240.0,-23855.890000000003
2350,-3764.0,-23832.420000000002
2351,-4312.0,-23824.540000000005
2352,-3704.0,-23833.4
2353,-2978.0,-23847.06
2354,-3906.0,-23850.820000000003
2355,-2992.0,-23850.870000000006
2356,-4826.0,-23850.310000000005
2357,-4304.0,-23843.650000000005
2358,-3909.0,-23850.050000000007
2359,-3351.0,-23855.350000000006
2360,-3866.0,-23864.490000000005
2361,-4300.0,-23849.850000000006
2362,-3910.0,-23843.490000000005
2363,-2718.0,-23826.960000000003
2364,-4102.0,-23812.29
2365,-4295.0,-23812.33
2366,-3650.0,-23815.679999999997
2367,-4602.0,-23815.5
2368,-4278.0,-23816.980000000003
2369,-3379.0,-23826.580000000005
2370,-4272.0,-23820.800000000007
2371,-3966.0,-23817.500000000004
2372,-4674.0,-23826.469999999998
2373,-3736.0,-23836.12
2374,-3998.0,-23834.039999999997
2375,-3583.0,-23830.729999999996
2376,-4284.0,-23832.389999999996
2377,-3036.0,-23825.73
2378,-4013.0,-23817.210000000003
2379,-3736.0,-23814.13
2380,-4082.0,-23814.52
2381,-3775.0,-23808.559999999998
2382,-3011.0,-23807.339999999997
2383,-5055.0,-23803.089999999997
2384,-3348.0,-23787.059999999998
2385,-3768.0,-23788.38
2386,-3380.0,-23786.379999999997
2387,-3770.0,-23791.629999999997
2388,-4298.0,-23793.92
2389,-4292.0,-23787.280000000002
2390,-2659.0,-23785.989999999998
2391,-3974.0,-23778.989999999998
2392,-3924.0,-13777.09
2393,-3740.0,-13778.300000000001
2394,-3896.0,-13767.98
2395,-3060.0,-13773.01
2396,-1002957.0,-13775.490000000002
2397,-2629.0,-13772.080000000002
2398,-4266.0,-13780.410000000002
2399,-2299.0,-13776.550000000001
2400,-3895.0,-13777.170000000002
2401,-3924.0,-13778.310000000003
2402,-4257.0,-13768.950000000003
2403,-3363.0,-13771.470000000003
2404,-3797.0,-13784.490000000003
2405,-3897.0,-13782.85
2406,-3104.0,-13795.59
2407,-3611.0,-13788.31
2408,-4268.0,-13779.12
2409,-4300.0,-13786.230000000001
2410,-3368.0,-13786.290000000003
2411,-3458.0,-13781.780000000002
2412,-2955.0,-13785.62
2413,-3584.0,-13791.6
2414,-4666.0,-13803.390000000001
2415,-4282.0,-13805.410000000002
2416,-4288.0,-13799.84
2417,-3363.0,-13806.06
2418,-4374.0,-13788.910000000002
2419,-3396.0,-13789.17
2420,-3568.0,-13798.580000000002
2421,-3950.0,-13797.240000000002
2422,-4294.0,-13784.240000000002
2423,-3546.0,-13780.1
2424,-3953.0,-13780.199999999999
2425,-3746.0,-13779.109999999999
2426,-3920.0,-13780.839999999998
2427,-3071.0,-13773.849999999999
2428,-3635.0,-13777.55
2429,-3939.0,-13776.56
2430,-3742.0,-13782.439999999999
2431,-3440.0,-13777.55
2432,-3560.0,-13780.87
2433,-2717.0,-13793.380000000001
2434,-2987.0,-13769.620000000003
2435,-4259.0,-13778.820000000002
2436,-4805.0,-13776.69
2437,-3954.0,-13782.32
2438,-3566.0,-13782.099999999999
2439,-4151.0,-13769.74
2440,-4482.0,-13764.460000000001
2441,-3363.0,-13779.160000000002
2442,-4071.0,-13779.320000000002
2443,-3024.0,-13770.57
2444,-4245.0,-13768.36
2445,-3425.0,-13766.68
2446,-3409.0,-13769.77
2447,-4255.0,-3770.03
2448,-3561.0,-3786.5800000000004
2449,-4302.0,-3778.4600000000005
2450,-3878.0,-3795.03
2451,-3376.0,-3778.93
2452,-3956.0,-3775.3299999999995
2453,-4280.0,-3772.2
2454,-3742.0,-3775.76
2455,-4266.0,-3768.75
2456,-4098.0,-3770.9700000000003
2457,-3385.0,-3773.9300000000003
2458,-4620.0,-3776.86
2459,-3357.0,-3773.24
2460,-3415.0,-3782.2700000000004
2461,-4684.0,-3779.75
2462,-4508.0,-3786.54
2463,-3897.0,-3800.4
2464,-4304.0,-3809.46
2465,-3738.0,-3796.7400000000002
2466,-4272.0,-3789.61
2467,-2887.0,-3785.79
2468,-4304.0,-3791.08
2469,-4320.0,-13779.18
2470,-4138.0,-13780.9
2471,-2666.0,-13775.830000000002
2472,-4260.0,-13766.800000000001
2473,-3746.0,-13765.09
2474,-3889.0,-13763.670000000002
2475,-3756.0,-13770.810000000001
2476,-3585.0,-13772.130000000001
2477,-3406.0,-13766.95
2478,-3914.0,-13782.730000000001
2479,-4324.0,-13778.76
2480,-3593.0,-13766.259999999998
2481,-4107.0,-13764.68
2482,-4262.0,-13773.24
2483,-2679.0,-13773.330000000002
2484,-4268.0,-13777.810000000001
2485,-3555.0,-13790.619999999999
2486,-3943.0,-13791.01
2487,-3748.0,-13782.58
2488,-3062.0,-13776.759999999998
2489,-3764.0,-13774.800000000001
2490,-4129.0,-13760.470000000003
2491,-3990.0,-13749.87
2492,-3049.0,-13751.800000000001
2493,-3519.0,-13744.849999999999
2494,-3728.0,-13748.209999999997
2495,-3369.0,-13748.239999999998
2496,-2983.0,-13756.869999999999
2497,-4284.0,-13760.6
2498,-3454.0,-13748.31
2499,-3956.0,-13755.5
2500,-2285.0,-13751.710000000001
2501,-3564.0,-13739.52
2502,-3944.0,-13745.32
2503,-3719.0,-13735.800000000001
2504,-3096.0,-13730.920000000002
2505,-4119.0,-13732.930000000002
2506,-3400.0,-13726.260000000002
2507,-3904.0,-13718.91
2508,-3906.0,-13719.15
2509,-5203.0,-13712.240000000002
2510,-3116.0,-13709.830000000002
2511,-4137.0,-13725.390000000001
2512,-4341.0,-13716.35
2513,-4490.0,-13705.269999999999
2514,-3394.0,-13692.63
2515,-3569.0,-13689.53
2516,-3906.0,-13690.930000000002
2517,-3892.0,-13679.020000000002
2518,-1003184.0,-13687.630000000001
2519,-3568.0,-13690.57
2520,-3061.0,-13681.169999999998
2521,-3047.0,-13673.709999999997
2522,-4123.0,-13686.889999999998
2523,-3404.0,-13681.83
2524,-4667.0,-13688.94
2525,-3878.0,-23683.65
2526,-3402.0,-23689.35
2527,-4649.0,-23680.09
2528,-3238.0,-23681.44
2529,-2689.0,-23668.670000000002
2530,-3584.0,-23648.660000000003
2531,-4296.0,-23655.000000000004
2532,-3569.0,-23651.090000000004
2533,-3165.0,-23642.41
2534,-4268.0,-23642.39
2535,-4298.0,-23638.66
2536,-3962.0,-23642.09
2537,-3372.0,-23632.960000000003
2538,-3370.0,-23630.630000000005
2539,-2718.0,-23640.030000000002
2540,-3422.0,-23633.100000000002
2541,-3556.0,-23621.440000000002
2542,-3376.0,-23615.07
2543,-3360.0,-23622.620000000003
2544,-4248.0,-23626.680000000004
2545,-4288.0,-23619.81
2546,-3782.0,-23628.780000000006
2547,-3026.0,-23633.150000000005
2548,-4280.0,-23637.45
2549,-3923.0,-23639.469999999998
2550,-2659.0,-23641.31
2551,-3956.0,-23648.149999999998
2552,-3004.0,-23652.05
2553,-3792.0,-23648.0
2554,-3943.0,-23646.85
2555,-3599.0,-23658.8
2556,-3363.0,-23664.029999999995
2557,-3409.0,-23668.839999999997
2558,-3929.0,-23668.869999999995
2559,-3116.0,-23663.97
2560,-4971.0,-23642.570000000003
2561,-3780.0,-23645.47
2562,-3400.0,-23638.090000000004
2563,-2633.0,-23630.440000000002
2564,-3994.0,-23616.260000000002
2565,-3878.0,-23622.08
